Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts
23/01/2013,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1,1,1,-
23/01/2013,Locked Out Of Heaven,Bruno Mars,2,2,1,-
23/01/2013,Diamonds,Rihanna,3,3,1,-
23/01/2013,Ho Hey,The Lumineers,4,4,1,-
23/01/2013,It's Time,Imagine Dragons,5,5,1,-
23/01/2013,Don't You Worry Child,Swedish House Mafia Featuring John Martin,6,6,1,-
23/01/2013,Radioactive,Imagine Dragons,7,7,1,-
23/01/2013,Swimming Pools (Drank),Kendrick Lamar,8,8,1,-
23/01/2013,Scream & Shout,will.i.am & Britney Spears,9,9,1,-
23/01/2013,F**kin Problems,A$AP Rocky Featuring Drake| 2 Chainz & Kendrick Lamar,10,10,1,-
23/01/2013,Some Nights,fun.,11,11,1,-
23/01/2013,Die Young,Ke$ha,12,12,1,-
23/01/2013,Gangnam Style,PSY,13,13,1,-
23/01/2013,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,14,14,1,-
23/01/2013,Sweet Nothing,Calvin Harris Featuring Florence Welch,15,15,1,-
23/01/2013,One More Night,Maroon 5,16,16,1,-
23/01/2013,Home,Phillip Phillips,17,17,1,-
23/01/2013,The A Team,Ed Sheeran,18,18,1,-
23/01/2013,Little Talks,Of Monsters And Men,19,19,1,-
23/01/2013,I Cry,Flo Rida,20,20,1,-
23/01/2013,We Are Never Ever Getting Back Together,Taylor Swift,21,21,1,-
23/01/2013,Clique,Kanye West| Jay-Z| Big Sean,22,22,1,-
23/01/2013,Thinkin Bout You,Frank Ocean,23,23,1,-
23/01/2013,I Will Wait,Mumford & Sons,24,24,1,-
23/01/2013,Lights,Ellie Goulding,25,25,1,-
23/01/2013,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,26,26,1,-
23/01/2013,No Worries,Lil Wayne Featuring Detail,27,27,1,-
23/01/2013,Girl On Fire,Alicia Keys Featuring Nicki Minaj,28,28,1,-
23/01/2013,We Are Young,fun. Featuring Janelle Monae,29,29,1,-
23/01/2013,I'm Different,2 Chainz,30,30,1,-
23/01/2013,Call Me Maybe,Carly Rae Jepsen,31,31,1,-
23/01/2013,Somebody That I Used To Know,Gotye Featuring Kimbra,32,32,1,-
23/01/2013,Little Things,One Direction,33,33,1,-
23/01/2013,Too Close,Alex Clare,34,34,1,-
23/01/2013,As Long As You Love Me,Justin Bieber Featuring Big Sean,35,35,1,-
23/01/2013,Hall Of Fame,The Script Featuring will.i.am,36,36,1,-
23/01/2013,Mercy,Kanye West| Big Sean| Pusha T| 2 Chainz,37,37,1,-
23/01/2013,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,38,38,1,-
23/01/2013,Anything Could Happen,Ellie Goulding,39,39,1,-
23/01/2013,Sail,AWOLNATION,40,40,1,-
23/01/2013,Adorn,Miguel,41,41,1,-
23/01/2013,Wanted,Hunter Hayes,42,42,1,-
23/01/2013,Birthday Song,2 Chainz Featuring Kanye West,43,43,1,-
23/01/2013,Poetic Justice,Kendrick Lamar Featuring Drake,44,44,1,-
23/01/2013,Love Sosa,Chief Keef,45,45,1,-
23/01/2013,Try,P!nk,46,46,1,-
23/01/2013,Stubborn Love,The Lumineers,47,47,1,-
23/01/2013,Titanium,David Guetta Featuring Sia,48,48,1,-
23/01/2013,Whistle,Flo Rida,49,49,1,-
23/01/2013,Bitch; Don't Kill My Vibe,Kendrick Lamar,50,50,1,-
30/01/2013,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1,1,1,2
30/01/2013,Locked Out Of Heaven,Bruno Mars,2,2,2,2
30/01/2013,F**kin Problems,A$AP Rocky Featuring Drake| 2 Chainz & Kendrick Lamar,3,10,3,2
30/01/2013,Ho Hey,The Lumineers,4,4,4,2
30/01/2013,Diamonds,Rihanna,5,3,3,2
30/01/2013,It's Time,Imagine Dragons,6,5,5,2
30/01/2013,Don't You Worry Child,Swedish House Mafia Featuring John Martin,7,6,6,2
30/01/2013,Scream & Shout,will.i.am & Britney Spears,8,9,8,2
30/01/2013,Radioactive,Imagine Dragons,9,7,7,2
30/01/2013,Swimming Pools (Drank),Kendrick Lamar,10,8,8,2
30/01/2013,Sweet Nothing,Calvin Harris Featuring Florence Welch,11,15,11,2
30/01/2013,Some Nights,fun.,12,11,11,2
30/01/2013,Die Young,Ke$ha,13,12,12,2
30/01/2013,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,14,14,14,2
30/01/2013,One More Night,Maroon 5,15,16,15,2
30/01/2013,Gangnam Style,PSY,16,13,13,2
30/01/2013,Home,Phillip Phillips,17,17,17,2
30/01/2013,The A Team,Ed Sheeran,18,18,18,2
30/01/2013,Little Talks,Of Monsters And Men,19,19,19,2
30/01/2013,I Cry,Flo Rida,20,20,20,2
30/01/2013,We Are Never Ever Getting Back Together,Taylor Swift,21,21,21,2
30/01/2013,Clique,Kanye West| Jay-Z| Big Sean,22,22,22,2
30/01/2013,I Will Wait,Mumford & Sons,23,24,23,2
30/01/2013,Thinkin Bout You,Frank Ocean,24,23,23,2
30/01/2013,Lights,Ellie Goulding,25,25,25,2
30/01/2013,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,26,26,26,2
30/01/2013,Girl On Fire,Alicia Keys Featuring Nicki Minaj,27,28,27,2
30/01/2013,I'm Different,2 Chainz,28,30,28,2
30/01/2013,No Worries,Lil Wayne Featuring Detail,29,27,27,2
30/01/2013,We Are Young,fun. Featuring Janelle Monae,30,29,29,2
30/01/2013,Hall Of Fame,The Script Featuring will.i.am,31,36,31,2
30/01/2013,Call Me Maybe,Carly Rae Jepsen,32,31,31,2
30/01/2013,Little Things,One Direction,33,33,33,2
30/01/2013,Anything Could Happen,Ellie Goulding,34,39,34,2
30/01/2013,Sail,AWOLNATION,35,40,35,2
30/01/2013,Somebody That I Used To Know,Gotye Featuring Kimbra,36,32,32,2
30/01/2013,Too Close,Alex Clare,37,34,34,2
30/01/2013,Mercy,Kanye West| Big Sean| Pusha T| 2 Chainz,38,37,37,2
30/01/2013,As Long As You Love Me,Justin Bieber Featuring Big Sean,39,35,35,2
30/01/2013,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,40,38,38,2
30/01/2013,Wanted,Hunter Hayes,41,42,41,2
30/01/2013,Poetic Justice,Kendrick Lamar Featuring Drake,42,44,42,2
30/01/2013,Try,P!nk,43,46,43,2
30/01/2013,Adorn,Miguel,44,41,41,2
30/01/2013,Demons,Imagine Dragons,45,45,1,-
30/01/2013,Stubborn Love,The Lumineers,46,47,46,2
30/01/2013,Love Sosa,Chief Keef,47,45,45,2
30/01/2013,Titanium,David Guetta Featuring Sia,48,48,48,2
30/01/2013,Bitch; Don't Kill My Vibe,Kendrick Lamar,49,50,49,2
30/01/2013,Birthday Song,2 Chainz Featuring Kanye West,50,43,43,2
06/02/2013,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1,1,1,3
06/02/2013,F**kin Problems,A$AP Rocky Featuring Drake| 2 Chainz & Kendrick Lamar,2,3,2,3
06/02/2013,Ho Hey,The Lumineers,3,4,3,3
06/02/2013,Locked Out Of Heaven,Bruno Mars,4,2,2,3
06/02/2013,It's Time,Imagine Dragons,5,6,5,3
06/02/2013,Don't You Worry Child,Swedish House Mafia Featuring John Martin,6,7,6,3
06/02/2013,Scream & Shout,will.i.am & Britney Spears,7,8,7,3
06/02/2013,Diamonds,Rihanna,8,5,3,3
06/02/2013,Radioactive,Imagine Dragons,9,9,7,3
06/02/2013,Sweet Nothing,Calvin Harris Featuring Florence Welch,10,11,10,3
06/02/2013,Swimming Pools (Drank),Kendrick Lamar,11,10,8,3
06/02/2013,Some Nights,fun.,12,12,11,3
06/02/2013,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,13,14,13,3
06/02/2013,Little Talks,Of Monsters And Men,14,19,14,3
06/02/2013,Die Young,Ke$ha,15,13,12,3
06/02/2013,Home,Phillip Phillips,16,17,16,3
06/02/2013,The A Team,Ed Sheeran,17,18,17,3
06/02/2013,One More Night,Maroon 5,18,15,15,3
06/02/2013,Anything Could Happen,Ellie Goulding,19,34,19,3
06/02/2013,Gangnam Style,PSY,20,16,13,3
06/02/2013,I Cry,Flo Rida,21,20,20,3
06/02/2013,Lights,Ellie Goulding,22,25,22,3
06/02/2013,Clique,Kanye West| Jay-Z| Big Sean,23,22,22,3
06/02/2013,I Will Wait,Mumford & Sons,24,23,23,3
06/02/2013,Girl On Fire,Alicia Keys Featuring Nicki Minaj,25,27,25,3
06/02/2013,We Are Never Ever Getting Back Together,Taylor Swift,26,21,21,3
06/02/2013,Thinkin Bout You,Frank Ocean,27,24,23,3
06/02/2013,I'm Different,2 Chainz,28,28,28,3
06/02/2013,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,29,26,26,3
06/02/2013,Sail,AWOLNATION,30,35,30,3
06/02/2013,Hall Of Fame,The Script Featuring will.i.am,31,31,31,3
06/02/2013,No Worries,Lil Wayne Featuring Detail,32,29,27,3
06/02/2013,We Are Young,fun. Featuring Janelle Monae,33,30,29,3
06/02/2013,Little Things,One Direction,34,33,33,3
06/02/2013,Somebody That I Used To Know,Gotye Featuring Kimbra,35,36,32,3
06/02/2013,Call Me Maybe,Carly Rae Jepsen,36,32,31,3
06/02/2013,Too Close,Alex Clare,37,37,34,3
06/02/2013,Stubborn Love,The Lumineers,38,46,38,3
06/02/2013,Wanted,Hunter Hayes,39,41,39,3
06/02/2013,Suit & Tie,Justin Timberlake Featuring JAY Z,40,40,1,-
06/02/2013,Poetic Justice,Kendrick Lamar Featuring Drake,41,42,41,3
06/02/2013,Demons,Imagine Dragons,42,45,42,2
06/02/2013,Mercy,Kanye West| Big Sean| Pusha T| 2 Chainz,43,38,37,3
06/02/2013,Try,P!nk,44,43,43,3
06/02/2013,As Long As You Love Me,Justin Bieber Featuring Big Sean,45,39,35,3
06/02/2013,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,46,40,38,3
06/02/2013,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,47,47,1,-
06/02/2013,Titanium,David Guetta Featuring Sia,48,48,48,3
06/02/2013,Bitch; Don't Kill My Vibe,Kendrick Lamar,49,49,49,3
06/02/2013,Adorn,Miguel,50,44,41,3
13/02/2013,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1,1,1,4
13/02/2013,F**kin Problems,A$AP Rocky Featuring Drake| 2 Chainz & Kendrick Lamar,2,2,2,4
13/02/2013,Ho Hey,The Lumineers,3,3,3,4
13/02/2013,Locked Out Of Heaven,Bruno Mars,4,4,2,4
13/02/2013,It's Time,Imagine Dragons,5,5,5,4
13/02/2013,Don't You Worry Child,Swedish House Mafia Featuring John Martin,6,6,6,4
13/02/2013,Scream & Shout,will.i.am & Britney Spears,7,7,7,4
13/02/2013,Radioactive,Imagine Dragons,8,9,7,4
13/02/2013,Diamonds,Rihanna,9,8,3,4
13/02/2013,Sweet Nothing,Calvin Harris Featuring Florence Welch,10,10,10,4
13/02/2013,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,11,13,11,4
13/02/2013,Swimming Pools (Drank),Kendrick Lamar,12,11,8,4
13/02/2013,Little Talks,Of Monsters And Men,13,14,13,4
13/02/2013,Some Nights,fun.,14,12,11,4
13/02/2013,The A Team,Ed Sheeran,15,17,15,4
13/02/2013,Die Young,Ke$ha,16,15,12,4
13/02/2013,Home,Phillip Phillips,17,16,16,4
13/02/2013,One More Night,Maroon 5,18,18,15,4
13/02/2013,I Will Wait,Mumford & Sons,19,24,19,4
13/02/2013,Lights,Ellie Goulding,20,22,20,4
13/02/2013,I Cry,Flo Rida,21,21,20,4
13/02/2013,Gangnam Style,PSY,22,20,13,4
13/02/2013,Sail,AWOLNATION,23,30,23,4
13/02/2013,Clique,Kanye West| Jay-Z| Big Sean,24,23,22,4
13/02/2013,Hall Of Fame,The Script Featuring will.i.am,25,31,25,4
13/02/2013,Anything Could Happen,Ellie Goulding,26,19,19,4
13/02/2013,Girl On Fire,Alicia Keys Featuring Nicki Minaj,27,25,25,4
13/02/2013,Thinkin Bout You,Frank Ocean,28,27,23,4
13/02/2013,I'm Different,2 Chainz,29,28,28,4
13/02/2013,Suit & Tie,Justin Timberlake Featuring JAY Z,30,40,30,2
13/02/2013,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,31,29,26,4
13/02/2013,We Are Never Ever Getting Back Together,Taylor Swift,32,26,21,4
13/02/2013,No Worries,Lil Wayne Featuring Detail,33,32,27,4
13/02/2013,We Are Young,fun. Featuring Janelle Monae,34,33,29,4
13/02/2013,Stubborn Love,The Lumineers,35,38,35,4
13/02/2013,Poetic Justice,Kendrick Lamar Featuring Drake,36,41,36,4
13/02/2013,Demons,Imagine Dragons,37,42,37,3
13/02/2013,Somebody That I Used To Know,Gotye Featuring Kimbra,38,35,32,4
13/02/2013,As Long As You Love Me,Justin Bieber Featuring Big Sean,39,45,35,4
13/02/2013,Wanted,Hunter Hayes,40,39,39,4
13/02/2013,Call Me Maybe,Carly Rae Jepsen,41,36,31,4
13/02/2013,Love Me,Lil Wayne Featuring Drake & Future,42,42,1,-
13/02/2013,Too Close,Alex Clare,43,37,34,4
13/02/2013,Mercy,Kanye West| Big Sean| Pusha T| 2 Chainz,44,43,37,4
13/02/2013,Try,P!nk,45,44,43,4
13/02/2013,Bitch; Don't Kill My Vibe,Kendrick Lamar,46,49,46,4
13/02/2013,Little Things,One Direction,47,34,33,4
13/02/2013,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,48,47,47,2
13/02/2013,When I Was Your Man,Bruno Mars,49,49,1,-
13/02/2013,Titanium,David Guetta Featuring Sia,50,48,48,4
20/02/2013,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1,1,1,5
20/02/2013,F**kin Problems,A$AP Rocky Featuring Drake| 2 Chainz & Kendrick Lamar,2,2,2,5
20/02/2013,Ho Hey,The Lumineers,3,3,3,5
20/02/2013,Locked Out Of Heaven,Bruno Mars,4,4,2,5
20/02/2013,It's Time,Imagine Dragons,5,5,5,5
20/02/2013,Radioactive,Imagine Dragons,6,8,6,5
20/02/2013,Scream & Shout,will.i.am & Britney Spears,7,7,7,5
20/02/2013,Don't You Worry Child,Swedish House Mafia Featuring John Martin,8,6,6,5
20/02/2013,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,9,11,9,5
20/02/2013,Sweet Nothing,Calvin Harris Featuring Florence Welch,10,10,10,5
20/02/2013,Diamonds,Rihanna,11,9,3,5
20/02/2013,Swimming Pools (Drank),Kendrick Lamar,12,12,8,5
20/02/2013,Little Talks,Of Monsters And Men,13,13,13,5
20/02/2013,Some Nights,fun.,14,14,11,5
20/02/2013,The A Team,Ed Sheeran,15,15,15,5
20/02/2013,I Will Wait,Mumford & Sons,16,19,16,5
20/02/2013,Home,Phillip Phillips,17,17,16,5
20/02/2013,When I Was Your Man,Bruno Mars,18,49,18,2
20/02/2013,Suit & Tie,Justin Timberlake Featuring JAY Z,19,30,19,3
20/02/2013,Die Young,Ke$ha,20,16,12,5
20/02/2013,One More Night,Maroon 5,21,18,15,5
20/02/2013,Hall Of Fame,The Script Featuring will.i.am,22,25,22,5
20/02/2013,Love Me,Lil Wayne Featuring Drake & Future,23,42,23,2
20/02/2013,Sail,AWOLNATION,24,23,23,5
20/02/2013,Girl On Fire,Alicia Keys Featuring Nicki Minaj,25,27,25,5
20/02/2013,Thinkin Bout You,Frank Ocean,26,28,23,5
20/02/2013,Gangnam Style,PSY,27,22,13,5
20/02/2013,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,28,31,26,5
20/02/2013,Lights,Ellie Goulding,29,20,20,5
20/02/2013,Clique,Kanye West| Jay-Z| Big Sean,30,24,22,5
20/02/2013,I'm Different,2 Chainz,31,29,28,5
20/02/2013,No Worries,Lil Wayne Featuring Detail,32,33,27,5
20/02/2013,We Are Young,fun. Featuring Janelle Monae,33,34,29,5
20/02/2013,All Gold Everything,Trinidad James,34,34,1,-
20/02/2013,I Cry,Flo Rida,35,21,20,5
20/02/2013,Poetic Justice,Kendrick Lamar Featuring Drake,36,36,36,5
20/02/2013,We Are Never Ever Getting Back Together,Taylor Swift,37,32,21,5
20/02/2013,Demons,Imagine Dragons,38,37,37,4
20/02/2013,Stubborn Love,The Lumineers,39,35,35,5
20/02/2013,Somebody That I Used To Know,Gotye Featuring Kimbra,40,38,32,5
20/02/2013,Bitch; Don't Kill My Vibe,Kendrick Lamar,41,46,41,5
20/02/2013,Wanted,Hunter Hayes,42,40,39,5
20/02/2013,Anything Could Happen,Ellie Goulding,43,26,19,5
20/02/2013,Try,P!nk,44,45,43,5
20/02/2013,Daylight,Maroon 5,45,45,1,-
20/02/2013,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,46,46,1,-
20/02/2013,Mercy,Kanye West| Big Sean| Pusha T| 2 Chainz,47,44,37,5
20/02/2013,Call Me Maybe,Carly Rae Jepsen,48,41,31,5
20/02/2013,Midnight City,M83.,49,49,1,-
20/02/2013,Titanium,David Guetta Featuring Sia,50,50,48,5
27/02/2013,Harlem Shake,Baauer,1,1,1,-
27/02/2013,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2,1,1,6
27/02/2013,Started From The Bottom,Drake,3,3,1,-
27/02/2013,Scream & Shout,will.i.am & Britney Spears,4,7,4,6
27/02/2013,Gangnam Style,PSY,5,27,5,6
27/02/2013,F**kin Problems,A$AP Rocky Featuring Drake| 2 Chainz & Kendrick Lamar,6,2,2,6
27/02/2013,Stay,Rihanna Featuring Mikky Ekko,7,7,1,-
27/02/2013,Ho Hey,The Lumineers,8,3,3,6
27/02/2013,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,9,9,9,6
27/02/2013,I Knew You Were Trouble.,Taylor Swift,10,10,1,-
27/02/2013,Love Me,Lil Wayne Featuring Drake & Future,11,23,11,3
27/02/2013,When I Was Your Man,Bruno Mars,12,18,12,3
27/02/2013,Diamonds,Rihanna,13,11,3,6
27/02/2013,Locked Out Of Heaven,Bruno Mars,14,4,2,6
27/02/2013,Call Me Maybe,Carly Rae Jepsen,15,48,15,6
27/02/2013,Girl On Fire,Alicia Keys Featuring Nicki Minaj,16,25,16,6
27/02/2013,Radioactive,Imagine Dragons,17,6,6,6
27/02/2013,Sail,AWOLNATION,18,24,18,6
27/02/2013,Suit & Tie,Justin Timberlake Featuring JAY Z,19,19,19,4
27/02/2013,Swimming Pools (Drank),Kendrick Lamar,20,12,8,6
27/02/2013,What Makes You Beautiful,One Direction,21,21,1,-
27/02/2013,Kiss You,One Direction,22,22,1,-
27/02/2013,Sweet Nothing,Calvin Harris Featuring Florence Welch,23,10,10,6
27/02/2013,I Will Wait,Mumford & Sons,24,16,16,6
27/02/2013,I'm Different,2 Chainz,25,31,25,6
27/02/2013,It's Time,Imagine Dragons,26,5,5,6
27/02/2013,Adorn,Miguel,27,27,4,-
27/02/2013,Somebody That I Used To Know,Gotye Featuring Kimbra,28,40,28,6
27/02/2013,No Worries,Lil Wayne Featuring Detail,29,32,27,6
27/02/2013,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,30,28,26,6
27/02/2013,Wicked Games,The Weeknd,31,31,1,-
27/02/2013,Hall Of Fame,The Script Featuring will.i.am,32,22,22,6
27/02/2013,Thinkin Bout You,Frank Ocean,33,26,23,6
27/02/2013,Don't You Worry Child,Swedish House Mafia Featuring John Martin,34,8,6,6
27/02/2013,We Are Never Ever Getting Back Together,Taylor Swift,35,37,21,6
27/02/2013,Pour It Up,Rihanna,36,36,1,-
27/02/2013,Die Young,Ke$ha,37,20,12,6
27/02/2013,Wanted,Hunter Hayes,38,42,38,6
27/02/2013,One More Night,Maroon 5,39,21,15,6
27/02/2013,Little Talks,Of Monsters And Men,40,13,13,6
27/02/2013,All Gold Everything,Trinidad James,41,34,34,2
27/02/2013,Neva End,Future,42,42,1,-
27/02/2013,Little Things,One Direction,43,33,5,-
27/02/2013,We Are Young,fun. Featuring Janelle Monae,44,33,29,6
27/02/2013,Some Nights,fun.,45,14,11,6
27/02/2013,Rolling In The Deep,Adele,46,46,1,-
27/02/2013,Love Sosa,Chief Keef,47,45,3,-
27/02/2013,Sexy And I Know It,LMFAO,48,48,1,-
27/02/2013,Try,P!nk,49,44,43,6
27/02/2013,Poetic Justice,Kendrick Lamar Featuring Drake,50,36,36,6
06/03/2013,Harlem Shake,Baauer,1,1,1,2
06/03/2013,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2,2,1,7
06/03/2013,Started From The Bottom,Drake,3,3,3,2
06/03/2013,Love Me,Lil Wayne Featuring Drake & Future,4,11,4,4
06/03/2013,One Way Or Another (Teenage Kicks),One Direction,5,5,1,-
06/03/2013,Scream & Shout,will.i.am & Britney Spears,6,4,4,7
06/03/2013,Gangnam Style,PSY,7,5,5,7
06/03/2013,F**kin Problems,A$AP Rocky Featuring Drake| 2 Chainz & Kendrick Lamar,8,6,2,7
06/03/2013,Stay,Rihanna Featuring Mikky Ekko,9,7,7,2
06/03/2013,I Knew You Were Trouble.,Taylor Swift,10,10,10,2
06/03/2013,When I Was Your Man,Bruno Mars,11,12,11,4
06/03/2013,Suit & Tie,Justin Timberlake Featuring JAY Z,12,19,12,5
06/03/2013,Call Me Maybe,Carly Rae Jepsen,13,15,13,7
06/03/2013,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,14,9,9,7
06/03/2013,Radioactive,Imagine Dragons,15,17,6,7
06/03/2013,Ho Hey,The Lumineers,16,8,3,7
06/03/2013,Diamonds,Rihanna,17,13,3,7
06/03/2013,Locked Out Of Heaven,Bruno Mars,18,14,2,7
06/03/2013,Girl On Fire,Alicia Keys Featuring Nicki Minaj,19,16,16,7
06/03/2013,Sail,AWOLNATION,20,18,18,7
06/03/2013,Kiss You,One Direction,21,22,21,2
06/03/2013,What Makes You Beautiful,One Direction,22,21,21,2
06/03/2013,Poetic Justice,Kendrick Lamar Featuring Drake,23,50,23,7
06/03/2013,Swimming Pools (Drank),Kendrick Lamar,24,20,8,7
06/03/2013,Sweet Nothing,Calvin Harris Featuring Florence Welch,25,23,10,7
06/03/2013,It's Time,Imagine Dragons,26,26,5,7
06/03/2013,Don't You Worry Child,Swedish House Mafia Featuring John Martin,27,34,6,7
06/03/2013,No Worries,Lil Wayne Featuring Detail,28,29,27,7
06/03/2013,All Gold Everything,Trinidad James,29,41,29,3
06/03/2013,Wicked Games,The Weeknd,30,31,30,2
06/03/2013,Hall Of Fame,The Script Featuring will.i.am,31,32,22,7
06/03/2013,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,32,30,26,7
06/03/2013,Pour It Up,Rihanna,33,36,33,2
06/03/2013,I'm Different,2 Chainz,34,25,25,7
06/03/2013,I Will Wait,Mumford & Sons,35,24,16,7
06/03/2013,Die Young,Ke$ha,36,37,12,7
06/03/2013,We Are Never Ever Getting Back Together,Taylor Swift,37,35,21,7
06/03/2013,Little Talks,Of Monsters And Men,38,40,13,7
06/03/2013,Neva End,Future,39,42,39,2
06/03/2013,Somebody That I Used To Know,Gotye Featuring Kimbra,40,28,28,7
06/03/2013,Adorn,Miguel,41,27,27,5
06/03/2013,One More Night,Maroon 5,42,39,15,7
06/03/2013,Sexy And I Know It,LMFAO,43,48,43,2
06/03/2013,Rolling In The Deep,Adele,44,46,44,2
06/03/2013,Thinkin Bout You,Frank Ocean,45,33,23,7
06/03/2013,Little Things,One Direction,46,43,33,6
06/03/2013,Some Nights,fun.,47,45,11,7
06/03/2013,Wanted,Hunter Hayes,48,38,38,7
06/03/2013,Love Sosa,Chief Keef,49,47,45,4
06/03/2013,Loveeeeeee Song,Rihanna Featuring Future,50,50,1,-
13/03/2013,Harlem Shake,Baauer,1,1,1,3
13/03/2013,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2,2,1,8
13/03/2013,Started From The Bottom,Drake,3,3,3,3
13/03/2013,Love Me,Lil Wayne Featuring Drake & Future,4,4,4,5
13/03/2013,Gangnam Style,PSY,5,7,5,8
13/03/2013,F**kin Problems,A$AP Rocky Featuring Drake| 2 Chainz & Kendrick Lamar,6,8,2,8
13/03/2013,When I Was Your Man,Bruno Mars,7,11,7,5
13/03/2013,Scream & Shout,will.i.am & Britney Spears,8,6,4,8
13/03/2013,Stay,Rihanna Featuring Mikky Ekko,9,9,7,3
13/03/2013,I Knew You Were Trouble.,Taylor Swift,10,10,10,3
13/03/2013,Sail,AWOLNATION,11,20,11,8
13/03/2013,Suit & Tie,Justin Timberlake Featuring JAY Z,12,12,12,6
13/03/2013,Radioactive,Imagine Dragons,13,15,6,8
13/03/2013,One Way Or Another (Teenage Kicks),One Direction,14,5,5,2
13/03/2013,Girl On Fire,Alicia Keys Featuring Nicki Minaj,15,19,15,8
13/03/2013,Poetic Justice,Kendrick Lamar Featuring Drake,16,23,16,8
13/03/2013,Ho Hey,The Lumineers,17,16,3,8
13/03/2013,Call Me Maybe,Carly Rae Jepsen,18,13,13,8
13/03/2013,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,19,14,9,8
13/03/2013,Locked Out Of Heaven,Bruno Mars,20,18,2,8
13/03/2013,Diamonds,Rihanna,21,17,3,8
13/03/2013,All Gold Everything,Trinidad James,22,29,22,4
13/03/2013,Swimming Pools (Drank),Kendrick Lamar,23,24,8,8
13/03/2013,What Makes You Beautiful,One Direction,24,22,21,3
13/03/2013,Sweet Nothing,Calvin Harris Featuring Florence Welch,25,25,10,8
13/03/2013,Rolling In The Deep,Adele,26,44,26,3
13/03/2013,It's Time,Imagine Dragons,27,26,5,8
13/03/2013,Kiss You,One Direction,28,21,21,3
13/03/2013,Don't You Worry Child,Swedish House Mafia Featuring John Martin,29,27,6,8
13/03/2013,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,30,32,26,8
13/03/2013,Bad,Wale Featuring Tiara Thomas Or Rihanna,31,31,1,-
13/03/2013,No Worries,Lil Wayne Featuring Detail,32,28,27,8
13/03/2013,Hall Of Fame,The Script Featuring will.i.am,33,31,22,8
13/03/2013,Wicked Games,The Weeknd,34,30,30,3
13/03/2013,Die Young,Ke$ha,35,36,12,8
13/03/2013,Levitate,Hadouken!,36,36,1,-
13/03/2013,Pour It Up,Rihanna,37,33,33,3
13/03/2013,Neva End,Future,38,39,38,3
13/03/2013,I Will Wait,Mumford & Sons,39,35,16,8
13/03/2013,Somebody That I Used To Know,Gotye Featuring Kimbra,40,40,28,8
13/03/2013,We Are Never Ever Getting Back Together,Taylor Swift,41,37,21,8
13/03/2013,Little Talks,Of Monsters And Men,42,38,13,8
13/03/2013,Wanted,Hunter Hayes,43,48,38,8
13/03/2013,I'm Different,2 Chainz,44,34,25,8
13/03/2013,Adorn,Miguel,45,41,27,6
13/03/2013,Thinkin Bout You,Frank Ocean,46,45,23,8
13/03/2013,One More Night,Maroon 5,47,42,15,8
13/03/2013,Some Nights,fun.,48,47,11,8
13/03/2013,Loveeeeeee Song,Rihanna Featuring Future,49,50,49,2
13/03/2013,Love Sosa,Chief Keef,50,49,45,5
20/03/2013,Harlem Shake,Baauer,1,1,1,4
20/03/2013,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2,2,1,9
20/03/2013,Started From The Bottom,Drake,3,3,3,4
20/03/2013,Love Me,Lil Wayne Featuring Drake & Future,4,4,4,6
20/03/2013,Gangnam Style,PSY,5,5,5,9
20/03/2013,When I Was Your Man,Bruno Mars,6,7,6,6
20/03/2013,I Knew You Were Trouble.,Taylor Swift,7,10,7,4
