Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts
07/09/2016,Gangsta,Kehlani,22,29,22,2
07/09/2016,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,23,28,23,6
07/09/2016,Luv,Tory Lanez,24,35,24,2
07/09/2016,Don't Mind,Kent Jones,25,20,7,16
07/09/2016,For Free,DJ Khaled Featuring Drake,26,23,14,10
07/09/2016,Controlla,Drake,27,27,9,17
07/09/2016,Send My Love (To Your New Lover),Adele,28,26,19,12
07/09/2016,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,29,30,28,9
07/09/2016,Me Too,Meghan Trainor,30,24,21,13
07/09/2016,Never Be Like You,Flume Featuring Kai,31,34,31,13
07/09/2016,Can't Stop The Feeling!,Justin Timberlake,32,25,6,16
07/09/2016,Money Longer,Lil Uzi Vert,33,41,33,7
07/09/2016,Stressed Out,Twenty One Pilots,34,32,4,38
07/09/2016,Gold,Kiiara,35,40,35,7
07/09/2016,No Limit,Usher Featuring Young Thug,36,33,33,3
07/09/2016,Purple Lamborghini,Skrillex & Rick Ross,37,31,22,3
07/09/2016,THat Part,ScHoolboy Q Featuring Kanye West,38,36,20,10
07/09/2016,7 Years,Lukas Graham,39,38,2,29
07/09/2016,I Took A Pill In Ibiza,Mike Posner,40,39,6,30
07/09/2016,I Got The Keys,DJ Khaled Featuring Jay Z & Future,41,37,15,7
07/09/2016,Nikes,Frank Ocean,42,42,1,-
07/09/2016,Hymn For The Weekend,Coldplay,43,46,43,6
07/09/2016,Ivy,Frank Ocean,44,44,1,-
07/09/2016,Sorry,Justin Bieber,45,45,1,44
07/09/2016,You Don't Own Me,Grace Featuring G-Eazy,46,42,42,3
07/09/2016,Starving,Hailee Steinfeld & Grey Featuring Zedd,47,47,1,-
07/09/2016,Kill Em With Kindness,Selena Gomez,48,44,30,10
07/09/2016,In The Name Of Love,Martin Garrix & Bebe Rexha,49,49,1,-
07/09/2016,Uber Everywhere,MadeinTYO,50,31,14,-
14/09/2016,Closer,The Chainsmokers Featuring Halsey,1,1,1,5
14/09/2016,Heathens,Twenty One Pilots,2,2,2,11
14/09/2016,Cold Water,Major Lazer Featuring Justin Bieber & MO,3,3,1,6
14/09/2016,Let Me Love You,DJ Snake Featuring Justin Bieber,4,8,4,4
14/09/2016,Don't Let Me Down,The Chainsmokers Featuring Daya,5,4,4,26
14/09/2016,Needed Me,Rihanna,6,6,3,29
14/09/2016,Panda,Desiigner,7,5,1,25
14/09/2016,Broccoli,D.R.A.M. Featuring Lil Yachty,8,11,8,10
14/09/2016,This Is What You Came For,Calvin Harris Featuring Rihanna,9,7,2,18
14/09/2016,Sucker For Pain,Lil Wayne| Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors,10,10,10,6
14/09/2016,One Dance,Drake Featuring WizKid & Kyla,11,9,1,21
14/09/2016,Cheap Thrills,Sia Featuring Sean Paul,12,12,6,24
14/09/2016,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,13,23,13,7
14/09/2016,Ride,Twenty One Pilots,14,13,10,16
14/09/2016,Into You,Ariana Grande,15,15,15,15
14/09/2016,Treat You Better,Shawn Mendes,16,16,16,8
14/09/2016,Side To Side,Ariana Grande Featuring Nicki Minaj,17,17,1,-
14/09/2016,Too Good,Drake Featuring Rihanna,18,17,13,18
14/09/2016,I Hate U I Love U,gnash Featuring Olivia O'Brien,19,19,19,15
14/09/2016,Work,Rihanna Featuring Drake,20,20,1,31
14/09/2016,Tiimmy Turner,Desiigner,21,14,14,6
14/09/2016,Luv,Tory Lanez,22,24,22,3
14/09/2016,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,23,18,3,27
14/09/2016,Low Life,Future Featuring The Weeknd,24,21,6,29
14/09/2016,For Free,DJ Khaled Featuring Drake,25,26,14,11
14/09/2016,Controlla,Drake,26,27,9,18
14/09/2016,Never Be Like You,Flume Featuring Kai,27,31,27,14
14/09/2016,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,28,29,28,10
14/09/2016,Send My Love (To Your New Lover),Adele,29,28,19,13
14/09/2016,Gold,Kiiara,30,35,30,8
14/09/2016,Don't Mind,Kent Jones,31,25,7,17
14/09/2016,Money Longer,Lil Uzi Vert,32,33,32,8
14/09/2016,Make Me...,Britney Spears Featuring G-Eazy,33,33,2,-
14/09/2016,No Limit,Usher Featuring Young Thug,34,36,33,4
14/09/2016,Gangsta,Kehlani,35,22,22,3
14/09/2016,Stressed Out,Twenty One Pilots,36,34,4,39
14/09/2016,Me Too,Meghan Trainor,37,30,21,14
14/09/2016,In The Name Of Love,Martin Garrix & Bebe Rexha,38,49,38,2
14/09/2016,Can't Stop The Feeling!,Justin Timberlake,39,32,6,17
14/09/2016,THat Part,ScHoolboy Q Featuring Kanye West,40,38,20,11
14/09/2016,7 Years,Lukas Graham,41,39,2,30
14/09/2016,I Took A Pill In Ibiza,Mike Posner,42,40,6,31
14/09/2016,Hymn For The Weekend,Coldplay,43,43,43,7
14/09/2016,Purple Lamborghini,Skrillex & Rick Ross,44,37,22,4
14/09/2016,Starving,Hailee Steinfeld & Grey Featuring Zedd,45,47,45,2
14/09/2016,Sorry,Justin Bieber,46,45,1,45
14/09/2016,I Got The Keys,DJ Khaled Featuring Jay Z & Future,47,41,15,8
14/09/2016,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,48,48,1,-
14/09/2016,No Shopping,French Montana Featuring Drake,49,25,4,-
14/09/2016,Don't,Bryson Tiller,50,5,45,-
21/09/2016,Closer,The Chainsmokers Featuring Halsey,1,1,1,6
21/09/2016,Heathens,Twenty One Pilots,2,2,2,12
21/09/2016,Cold Water,Major Lazer Featuring Justin Bieber & MO,3,3,1,7
21/09/2016,Broccoli,D.R.A.M. Featuring Lil Yachty,4,8,4,11
21/09/2016,Don't Let Me Down,The Chainsmokers Featuring Daya,5,5,4,27
21/09/2016,Let Me Love You,DJ Snake Featuring Justin Bieber,6,4,4,5
21/09/2016,Needed Me,Rihanna,7,6,3,30
21/09/2016,Side To Side,Ariana Grande Featuring Nicki Minaj,8,17,8,2
21/09/2016,Panda,Desiigner,9,7,1,26
21/09/2016,This Is What You Came For,Calvin Harris Featuring Rihanna,10,9,2,19
21/09/2016,Sucker For Pain,Lil Wayne| Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors,11,10,10,7
21/09/2016,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,12,13,12,8
21/09/2016,Cheap Thrills,Sia Featuring Sean Paul,13,12,6,25
21/09/2016,One Dance,Drake Featuring WizKid & Kyla,14,11,1,22
21/09/2016,Ride,Twenty One Pilots,15,14,10,17
21/09/2016,Tiimmy Turner,Desiigner,16,21,14,7
21/09/2016,Into You,Ariana Grande,17,15,15,16
21/09/2016,Treat You Better,Shawn Mendes,18,16,16,9
21/09/2016,I Hate U I Love U,gnash Featuring Olivia O'Brien,19,19,19,16
21/09/2016,Too Good,Drake Featuring Rihanna,20,18,13,19
21/09/2016,Work,Rihanna Featuring Drake,21,20,1,32
21/09/2016,Luv,Tory Lanez,22,22,22,4
21/09/2016,Low Life,Future Featuring The Weeknd,23,24,6,30
21/09/2016,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,24,23,3,28
21/09/2016,Never Be Like You,Flume Featuring Kai,25,27,25,15
21/09/2016,For Free,DJ Khaled Featuring Drake,26,25,14,12
21/09/2016,Money Longer,Lil Uzi Vert,27,32,27,9
21/09/2016,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,28,28,28,11
21/09/2016,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,29,29,1,-
21/09/2016,Controlla,Drake,30,26,9,19
21/09/2016,Send My Love (To Your New Lover),Adele,31,29,19,14
21/09/2016,In The Name Of Love,Martin Garrix & Bebe Rexha,32,38,32,3
21/09/2016,Gold,Kiiara,33,30,30,9
21/09/2016,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,34,48,34,2
21/09/2016,Stressed Out,Twenty One Pilots,35,36,4,40
21/09/2016,Starving,Hailee Steinfeld & Grey Featuring Zedd,36,45,36,3
21/09/2016,No Limit,Usher Featuring Young Thug,37,34,33,5
21/09/2016,7 Years,Lukas Graham,38,41,2,31
21/09/2016,Can't Stop The Feeling!,Justin Timberlake,39,39,6,18
21/09/2016,THat Part,ScHoolboy Q Featuring Kanye West,40,40,20,12
21/09/2016,Me Too,Meghan Trainor,41,37,21,15
21/09/2016,Don't Mind,Kent Jones,42,31,7,18
21/09/2016,Hymn For The Weekend,Coldplay,43,43,43,8
21/09/2016,Gangsta,Kehlani,44,35,22,4
21/09/2016,Make Me...,Britney Spears Featuring G-Eazy,45,33,33,3
21/09/2016,Sorry,Justin Bieber,46,46,1,46
21/09/2016,I Took A Pill In Ibiza,Mike Posner,47,42,6,32
21/09/2016,I Got The Keys,DJ Khaled Featuring Jay Z & Future,48,47,15,9
21/09/2016,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,49,49,1,-
21/09/2016,Goosebumps,Travis Scott,50,50,1,-
28/09/2016,Closer,The Chainsmokers Featuring Halsey,1,1,1,7
28/09/2016,Heathens,Twenty One Pilots,2,2,2,13
28/09/2016,Cold Water,Major Lazer Featuring Justin Bieber & MO,3,3,1,8
28/09/2016,Broccoli,D.R.A.M. Featuring Lil Yachty,4,4,4,12
28/09/2016,Let Me Love You,DJ Snake Featuring Justin Bieber,5,6,4,6
28/09/2016,Don't Let Me Down,The Chainsmokers Featuring Daya,6,5,4,28
28/09/2016,Needed Me,Rihanna,7,7,3,31
28/09/2016,Side To Side,Ariana Grande Featuring Nicki Minaj,8,8,8,3
28/09/2016,Panda,Desiigner,9,9,1,27
28/09/2016,Sucker For Pain,Lil Wayne| Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors,10,11,10,8
28/09/2016,This Is What You Came For,Calvin Harris Featuring Rihanna,11,10,2,20
28/09/2016,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,12,12,12,9
28/09/2016,One Dance,Drake Featuring WizKid & Kyla,13,14,1,23
28/09/2016,Ride,Twenty One Pilots,14,15,10,18
28/09/2016,Treat You Better,Shawn Mendes,15,18,15,10
28/09/2016,Cheap Thrills,Sia Featuring Sean Paul,16,13,6,26
28/09/2016,The Greatest,Sia Featuring Kendrick Lamar,17,17,1,-
28/09/2016,Tiimmy Turner,Desiigner,18,16,14,8
28/09/2016,Into You,Ariana Grande,19,17,15,17
28/09/2016,Too Good,Drake Featuring Rihanna,20,20,13,20
28/09/2016,I Hate U I Love U,gnash Featuring Olivia O'Brien,21,19,19,17
28/09/2016,Luv,Tory Lanez,22,22,22,5
28/09/2016,Low Life,Future Featuring The Weeknd,23,23,6,31
28/09/2016,Work,Rihanna Featuring Drake,24,21,1,33
28/09/2016,Perfect Illusion,Lady Gaga,25,25,1,-
28/09/2016,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,26,24,3,29
28/09/2016,In The Name Of Love,Martin Garrix & Bebe Rexha,27,32,27,4
28/09/2016,Money Longer,Lil Uzi Vert,28,27,27,10
28/09/2016,Never Be Like You,Flume Featuring Kai,29,25,25,16
28/09/2016,Gold,Kiiara,30,33,30,10
28/09/2016,Starving,Hailee Steinfeld & Grey Featuring Zedd,31,36,31,4
28/09/2016,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,32,34,32,3
28/09/2016,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,33,29,29,2
28/09/2016,Send My Love (To Your New Lover),Adele,34,31,19,15
28/09/2016,Controlla,Drake,35,30,9,20
28/09/2016,For Free,DJ Khaled Featuring Drake,36,26,14,13
28/09/2016,Stressed Out,Twenty One Pilots,37,35,4,41
28/09/2016,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,38,28,28,12
28/09/2016,No Limit,Usher Featuring Young Thug,39,37,33,6
28/09/2016,Fade,Kanye West,40,40,1,-
28/09/2016,7 Years,Lukas Graham,41,38,2,32
28/09/2016,THat Part,ScHoolboy Q Featuring Kanye West,42,40,20,13
28/09/2016,Hymn For The Weekend,Coldplay,43,43,43,9
28/09/2016,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,44,49,44,2
28/09/2016,Can't Stop The Feeling!,Justin Timberlake,45,39,6,19
28/09/2016,Caroline,Amine,46,46,1,-
28/09/2016,Don't Mind,Kent Jones,47,42,7,19
28/09/2016,Sorry,Justin Bieber,48,46,1,47
28/09/2016,Gangsta,Kehlani,49,44,22,5
28/09/2016,I Took A Pill In Ibiza,Mike Posner,50,47,6,33
05/10/2016,Closer,The Chainsmokers Featuring Halsey,1,1,1,8
05/10/2016,Heathens,Twenty One Pilots,2,2,2,14
05/10/2016,Cold Water,Major Lazer Featuring Justin Bieber & MO,3,3,1,9
05/10/2016,Broccoli,D.R.A.M. Featuring Lil Yachty,4,4,4,13
05/10/2016,Let Me Love You,DJ Snake Featuring Justin Bieber,5,5,4,7
05/10/2016,Side To Side,Ariana Grande Featuring Nicki Minaj,6,8,6,4
05/10/2016,Don't Let Me Down,The Chainsmokers Featuring Daya,7,6,4,29
05/10/2016,Needed Me,Rihanna,8,7,3,32
05/10/2016,Panda,Desiigner,9,9,1,28
05/10/2016,Sucker For Pain,Lil Wayne| Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors,10,10,10,9
05/10/2016,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,11,12,11,10
05/10/2016,This Is What You Came For,Calvin Harris Featuring Rihanna,12,11,2,21
05/10/2016,Treat You Better,Shawn Mendes,13,15,13,11
05/10/2016,Ride,Twenty One Pilots,14,14,10,19
05/10/2016,Tiimmy Turner,Desiigner,15,18,14,9
05/10/2016,One Dance,Drake Featuring WizKid & Kyla,16,13,1,24
05/10/2016,I Hate U I Love U,gnash Featuring Olivia O'Brien,17,21,17,18
05/10/2016,Into You,Ariana Grande,18,19,15,18
05/10/2016,Cheap Thrills,Sia Featuring Sean Paul,19,16,6,27
05/10/2016,Too Good,Drake Featuring Rihanna,20,20,13,21
05/10/2016,Luv,Tory Lanez,21,22,21,6
05/10/2016,The Greatest,Sia Featuring Kendrick Lamar,22,17,17,2
05/10/2016,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,23,23,1,-
05/10/2016,Low Life,Future Featuring The Weeknd,24,23,6,32
05/10/2016,Work,Rihanna Featuring Drake,25,24,1,34
05/10/2016,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,26,32,26,4
05/10/2016,In The Name Of Love,Martin Garrix & Bebe Rexha,27,27,27,5
05/10/2016,Starving,Hailee Steinfeld & Grey Featuring Zedd,28,31,28,5
05/10/2016,Money Longer,Lil Uzi Vert,29,28,27,11
05/10/2016,Gold,Kiiara,30,30,30,11
05/10/2016,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,31,26,3,30
05/10/2016,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,32,33,29,3
05/10/2016,Never Be Like You,Flume Featuring Kai,33,29,25,17
05/10/2016,No Limit,Usher Featuring Young Thug,34,39,33,7
05/10/2016,Stressed Out,Twenty One Pilots,35,37,4,42
05/10/2016,Controlla,Drake,36,35,9,21
05/10/2016,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,37,38,28,13
05/10/2016,For Free,DJ Khaled Featuring Drake,38,36,14,14
05/10/2016,Caroline,Amine,39,46,39,2
05/10/2016,7 Years,Lukas Graham,40,41,2,33
05/10/2016,Hymn For The Weekend,Coldplay,41,43,41,10
05/10/2016,OOOUUU,Young M.A,42,42,1,-
05/10/2016,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,43,43,2,-
05/10/2016,Send My Love (To Your New Lover),Adele,44,34,19,16
05/10/2016,My Way,Calvin Harris,45,45,1,-
05/10/2016,THat Part,ScHoolboy Q Featuring Kanye West,46,42,20,14
05/10/2016,Can't Stop The Feeling!,Justin Timberlake,47,45,6,20
05/10/2016,1 Night,Lil Yachty,48,48,1,-
05/10/2016,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,49,44,44,3
05/10/2016,Black Beatles,Rae Sremmurd Featuring Gucci Mane,50,50,1,-
12/10/2016,Closer,The Chainsmokers Featuring Halsey,1,1,1,9
12/10/2016,Starboy,The Weeknd Featuring Daft Punk,2,2,1,-
12/10/2016,Heathens,Twenty One Pilots,3,2,2,15
12/10/2016,Broccoli,D.R.A.M. Featuring Lil Yachty,4,4,4,14
12/10/2016,Cold Water,Major Lazer Featuring Justin Bieber & MO,5,3,1,10
12/10/2016,Let Me Love You,DJ Snake Featuring Justin Bieber,6,5,4,8
12/10/2016,Side To Side,Ariana Grande Featuring Nicki Minaj,7,6,6,5
12/10/2016,Don't Let Me Down,The Chainsmokers Featuring Daya,8,7,4,30
12/10/2016,Needed Me,Rihanna,9,8,3,33
12/10/2016,Panda,Desiigner,10,9,1,29
12/10/2016,Sucker For Pain,Lil Wayne| Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors,11,10,10,10
12/10/2016,Treat You Better,Shawn Mendes,12,13,12,12
12/10/2016,I Hate U I Love U,gnash Featuring Olivia O'Brien,13,17,13,19
12/10/2016,This Is What You Came For,Calvin Harris Featuring Rihanna,14,12,2,22
12/10/2016,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,15,11,11,11
12/10/2016,Ride,Twenty One Pilots,16,14,10,20
12/10/2016,One Dance,Drake Featuring WizKid & Kyla,17,16,1,25
12/10/2016,Cheap Thrills,Sia Featuring Sean Paul,18,19,6,28
12/10/2016,Starving,Hailee Steinfeld & Grey Featuring Zedd,19,28,19,6
12/10/2016,OOOUUU,Young M.A,20,42,20,2
12/10/2016,Into You,Ariana Grande,21,18,15,19
12/10/2016,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,22,26,22,5
12/10/2016,Too Good,Drake Featuring Rihanna,23,20,13,22
12/10/2016,The Greatest,Sia Featuring Kendrick Lamar,24,22,17,3
12/10/2016,Black Beatles,Rae Sremmurd Featuring Gucci Mane,25,50,25,2
12/10/2016,Luv,Tory Lanez,26,21,21,7
12/10/2016,Low Life,Future Featuring The Weeknd,27,24,6,33
12/10/2016,Tiimmy Turner,Desiigner,28,15,14,10
12/10/2016,In The Name Of Love,Martin Garrix & Bebe Rexha,29,27,27,6
12/10/2016,Caroline,Amine,30,39,30,3
12/10/2016,Work,Rihanna Featuring Drake,31,25,1,35
12/10/2016,Gold,Kiiara,32,30,30,12
12/10/2016,My Way,Calvin Harris,33,45,33,2
12/10/2016,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,34,32,29,4
12/10/2016,Money Longer,Lil Uzi Vert,35,29,27,12
12/10/2016,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,36,31,3,31
12/10/2016,Stressed Out,Twenty One Pilots,37,35,4,43
12/10/2016,Never Be Like You,Flume Featuring Kai,38,33,25,18
12/10/2016,Controlla,Drake,39,36,9,22
12/10/2016,No Limit,Usher Featuring Young Thug,40,34,33,8
12/10/2016,1 Night,Lil Yachty,41,48,41,2
12/10/2016,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,42,49,42,4
12/10/2016,Hymn For The Weekend,Coldplay,43,41,41,11
12/10/2016,X,21 Savage & Metro Boomin Featuring Future,44,44,1,-
12/10/2016,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,45,43,43,3
12/10/2016,7 Years,Lukas Graham,46,40,2,34
12/10/2016,For Free,DJ Khaled Featuring Drake,47,38,14,15
12/10/2016,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,48,37,28,14
12/10/2016,Mercy,Shawn Mendes,49,49,1,-
12/10/2016,Can't Stop The Feeling!,Justin Timberlake,50,47,6,21
19/10/2016,Closer,The Chainsmokers Featuring Halsey,1,1,1,10
19/10/2016,Starboy,The Weeknd Featuring Daft Punk,2,2,2,2
19/10/2016,Broccoli,D.R.A.M. Featuring Lil Yachty,3,4,3,15
19/10/2016,Heathens,Twenty One Pilots,4,3,2,16
19/10/2016,Cold Water,Major Lazer Featuring Justin Bieber & MO,5,5,1,11
19/10/2016,Let Me Love You,DJ Snake Featuring Justin Bieber,6,6,4,9
19/10/2016,Side To Side,Ariana Grande Featuring Nicki Minaj,7,7,6,6
19/10/2016,Don't Let Me Down,The Chainsmokers Featuring Daya,8,8,4,31
19/10/2016,All We Know,The Chainsmokers Featuring Phoebe Ryan,9,9,1,-
19/10/2016,Panda,Desiigner,10,10,1,30
19/10/2016,Needed Me,Rihanna,11,9,3,34
19/10/2016,Sucker For Pain,Lil Wayne| Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors,12,11,10,11
19/10/2016,OOOUUU,Young M.A,13,20,13,3
19/10/2016,Tiimmy Turner,Desiigner,14,28,14,11
19/10/2016,Treat You Better,Shawn Mendes,15,12,12,13
19/10/2016,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,16,15,11,12
19/10/2016,This Is What You Came For,Calvin Harris Featuring Rihanna,17,14,2,23
19/10/2016,I Hate U I Love U,gnash Featuring Olivia O'Brien,18,13,13,20
19/10/2016,Starving,Hailee Steinfeld & Grey Featuring Zedd,19,19,19,7
19/10/2016,Black Beatles,Rae Sremmurd Featuring Gucci Mane,20,25,20,3
19/10/2016,Ride,Twenty One Pilots,21,16,10,21
19/10/2016,One Dance,Drake Featuring WizKid & Kyla,22,17,1,26
19/10/2016,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,23,22,22,6
19/10/2016,Cheap Thrills,Sia Featuring Sean Paul,24,18,6,29
19/10/2016,The Greatest,Sia Featuring Kendrick Lamar,25,24,17,4
19/10/2016,Caroline,Amine,26,30,26,4
19/10/2016,In The Name Of Love,Martin Garrix & Bebe Rexha,27,29,27,7
19/10/2016,Into You,Ariana Grande,28,21,15,20
19/10/2016,Low Life,Future Featuring The Weeknd,29,27,6,34
19/10/2016,Luv,Tory Lanez,30,26,21,8
19/10/2016,Too Good,Drake Featuring Rihanna,31,23,13,23
19/10/2016,Say It,Flume Featuring Tove Lo,32,32,1,-
19/10/2016,This Town,Niall Horan,33,33,1,-
19/10/2016,Gold,Kiiara,34,32,30,13
19/10/2016,My Way,Calvin Harris,35,33,33,3
19/10/2016,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,36,34,29,5
19/10/2016,Work,Rihanna Featuring Drake,37,31,1,36
19/10/2016,Money Longer,Lil Uzi Vert,38,35,27,13
19/10/2016,1 Night,Lil Yachty,39,41,39,3
19/10/2016,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,40,42,40,5
19/10/2016,Stressed Out,Twenty One Pilots,41,37,4,44
19/10/2016,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,42,36,3,32
19/10/2016,Never Be Like You,Flume Featuring Kai,43,38,25,19
19/10/2016,No Limit,Usher Featuring Young Thug,44,40,33,9
19/10/2016,Controlla,Drake,45,39,9,23
19/10/2016,Hymn For The Weekend,Coldplay,46,43,41,12
19/10/2016,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,47,45,43,4
19/10/2016,X,21 Savage & Metro Boomin Featuring Future,48,44,44,2
19/10/2016,Cranes In The Sky,Solange,49,49,1,-
19/10/2016,Mercy,Shawn Mendes,50,49,49,2
26/10/2016,Closer,The Chainsmokers Featuring Halsey,1,1,1,11
26/10/2016,Starboy,The Weeknd Featuring Daft Punk,2,2,2,3
26/10/2016,Broccoli,D.R.A.M. Featuring Lil Yachty,3,3,3,16
26/10/2016,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,4,4,2,-
26/10/2016,Heathens,Twenty One Pilots,5,4,2,17
26/10/2016,Cold Water,Major Lazer Featuring Justin Bieber & MO,6,5,1,12
26/10/2016,Let Me Love You,DJ Snake Featuring Justin Bieber,7,6,4,10
26/10/2016,Side To Side,Ariana Grande Featuring Nicki Minaj,8,7,6,7
26/10/2016,24K Magic,Bruno Mars,9,9,1,-
26/10/2016,Don't Let Me Down,The Chainsmokers Featuring Daya,10,8,4,32
26/10/2016,Black Beatles,Rae Sremmurd Featuring Gucci Mane,11,20,11,4
26/10/2016,Panda,Desiigner,12,10,1,31
26/10/2016,OOOUUU,Young M.A,13,13,13,4
26/10/2016,Sucker For Pain,Lil Wayne| Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors,14,12,10,12
26/10/2016,Needed Me,Rihanna,15,11,3,35
26/10/2016,Treat You Better,Shawn Mendes,16,15,12,14
26/10/2016,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,17,16,11,13
26/10/2016,I Hate U I Love U,gnash Featuring Olivia O'Brien,18,18,13,21
26/10/2016,Caroline,Amine,19,26,19,5
26/10/2016,Tiimmy Turner,Desiigner,20,14,14,12
26/10/2016,All We Know,The Chainsmokers Featuring Phoebe Ryan,21,9,9,2
26/10/2016,Starving,Hailee Steinfeld & Grey Featuring Zedd,22,19,19,8
26/10/2016,This Is What You Came For,Calvin Harris Featuring Rihanna,23,17,2,24
26/10/2016,Ride,Twenty One Pilots,24,21,10,22
26/10/2016,The Greatest,Sia Featuring Kendrick Lamar,25,25,17,5
26/10/2016,In The Name Of Love,Martin Garrix & Bebe Rexha,26,27,26,8
26/10/2016,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,27,23,22,7
26/10/2016,One Dance,Drake Featuring WizKid & Kyla,28,22,1,27
26/10/2016,Cheap Thrills,Sia Featuring Sean Paul,29,24,6,30
26/10/2016,Luv,Tory Lanez,30,30,21,9
26/10/2016,Low Life,Future Featuring The Weeknd,31,29,6,35
26/10/2016,Into You,Ariana Grande,32,28,15,21
26/10/2016,Too Good,Drake Featuring Rihanna,33,31,13,24
26/10/2016,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,34,40,34,6
26/10/2016,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,35,36,29,6
26/10/2016,Gold,Kiiara,36,34,30,14
26/10/2016,1 Night,Lil Yachty,37,39,37,4
26/10/2016,Work,Rihanna Featuring Drake,38,37,1,37
26/10/2016,My Way,Calvin Harris,39,35,33,4
26/10/2016,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,40,42,3,33
26/10/2016,Money Longer,Lil Uzi Vert,41,38,27,14
26/10/2016,X,21 Savage & Metro Boomin Featuring Future,42,48,42,3
26/10/2016,No Limit,Usher Featuring Young Thug,43,44,33,10
26/10/2016,Stressed Out,Twenty One Pilots,44,41,4,45
26/10/2016,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,45,47,43,5
26/10/2016,PPAP (Pen-Pineapple-Apple-Pen),PIKOTARO,46,46,1,-
26/10/2016,Hymn For The Weekend,Coldplay,47,46,41,13
26/10/2016,You Was Right,Lil Uzi Vert,48,48,1,-
26/10/2016,Controlla,Drake,49,45,9,24
26/10/2016,Can't Stop The Feeling!,Justin Timberlake,50,6,22,-
02/11/2016,Closer,The Chainsmokers Featuring Halsey,1,1,1,12
02/11/2016,Starboy,The Weeknd Featuring Daft Punk,2,2,2,4
02/11/2016,Broccoli,D.R.A.M. Featuring Lil Yachty,3,3,3,17
02/11/2016,Heathens,Twenty One Pilots,4,5,2,18
02/11/2016,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,5,4,4,3
02/11/2016,Side To Side,Ariana Grande Featuring Nicki Minaj,6,8,6,8
02/11/2016,Cold Water,Major Lazer Featuring Justin Bieber & MO,7,6,1,13
02/11/2016,Let Me Love You,DJ Snake Featuring Justin Bieber,8,7,4,11
